"","dataSetName","functionName","nTrainningPoints","compTime","seed","trainAndTestRatio","maxit","learnRate","momentum","networkSize","train.Accuracy","train.Kappa","train.AccuracyLower","train.AccuracyUpper","train.AccuracyNull","train.AccuracyPValue","train.McnemarPValue","train.Sensitivity","train.Specificity","train.Pos.Pred.Value","train.Neg.Pred.Value","train.Precision","train.Recall","train.F1","train.Prevalence","train.Detection.Rate","train.Detection.Prevalence","train.Balanced.Accuracy","train.AUC","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","test.Sensitivity","test.Specificity","test.Pos.Pred.Value","test.Neg.Pred.Value","test.Precision","test.Recall","test.F1","test.Prevalence","test.Detection.Rate","test.Detection.Prevalence","test.Balanced.Accuracy","test.AUC"
"11","0 vs ALL","briSelectionPlusPlusNeg","9564","6.94332718849182","1","0.3","25","0.05","0.01","10","0.986407360936847","0.972814721873693","0.983880454395025","0.988631231531498","0.5","0","0.429906175065904","0.985361773316604","0.987452948557089","0.98742665549036","0.985392320534224","0.98742665549036","0.985361773316604","0.986393133765962","0.5","0.492680886658302","0.498954412379757","0.986407360936846","0.000915184346149587","0.979238095238095","0.893845523811472","0.977218121809805","0.9811238274334","0.899","0","3.75453954505255e-69","0.97870649928492","0.983969825553984","0.998163254281238","0.838489353153877","0.998163254281238","0.97870649928492","0.98833912810912","0.899","0.879857142857143","0.881476190476191","0.981338162419452","0.00241716528239508"
"12","0 vs ALL","briSelectionPlusPlusLog","9564","6.9337899684906","1","0.3","25","0.05","0.01","10","0.987557507319113","0.975115014638227","0.985128958498442","0.989681921708452","0.5","0","0.582306274413217","0.988289418653283","0.986825595984944","0.986844852787638","0.988272251308901","0.986844852787638","0.988289418653283","0.987566607460035","0.5","0.494144709326642","0.50073191133417","0.987557507319113","0.000856717150488177","0.982571428571429","0.909731131956807","0.980709386276486","0.984298103632416","0.899","0","8.91132242079377e-56","0.982308384978018","0.984912776991985","0.99827743984497","0.862154354106479","0.99827743984497","0.982308384978018","0.990228534814182","0.899","0.883095238095238","0.884619047619048","0.983610580985001","0.00260494143214689"
"13","0 vs ALL","briSelectionPlusPlusLogNeg","9564","6.42037463188171","1","0.3","25","0.05","0.01","10","0.986302802174822","0.972605604349644","0.983767172091694","0.988535493698526","0.5","0","0.600123839086998","0.985570890840652","0.987034713508992","0.987015706806283","0.985591981624556","0.987015706806283","0.985570890840652","0.986292769697604","0.5","0.492785445420326","0.49926808866583","0.986302802174822","0.00115381971393143","0.980857142857143","0.901395619905134","0.978912051948402","0.982667452217648","0.899","0","1.64821519238701e-60","0.980613379945972","0.983026874115983","0.998059194565745","0.850673194614443","0.998059194565745","0.980613379945972","0.989259378005771","0.899","0.881571428571429","0.883285714285714","0.981820127030977","0.00263952980392589"
"14","0 vs ALL","baseLineRemove","9564","6.71932101249695","1","0.3","25","0.05","0.01","10","0.989753241321623","0.979506482643246","0.98752649840067","0.991673577094307","0.5","0","0.129714467787913","0.988080301129235","0.991426181514011","0.991397398237516","0.988120050020842","0.991397398237516","0.988080301129235","0.989736070381232","0.5","0.494040150564617","0.498327059807612","0.989753241321623","0.000635705028668604","0.940142857142857","0.736586003726774","0.93684920556235","0.943314002522827","0.899","2.16649621450722e-100","4.08776337755236e-251","0.934901212987976","0.986798679867987","0.998416110419731","0.630042143287176","0.998416110419731","0.934901212987976","0.965615340427278","0.899","0.84047619047619","0.841809523809524","0.960849946427981","0.00530871570278864"
"15","4 vs ALL","baseLine","49000","33.0507173538208","1","0.3","25","0.05","0.01","10","0.99134693877551","0.950118223843059","0.990486888271906","0.992147994019253","0.902979591836735","0","3.41000523496238e-07","0.996406454820775","0.944257467395877","0.994025072150072","0.9657917383821","0.994025072150072","0.996406454820775","0.995214338924129","0.902979591836735","0.899734693877551","0.905142857142857","0.970331961108326","0.997951693605174","0.988761904761905","0.935822827493936","0.987242688794293","0.99014344681605","0.901428571428571","0","1.29275093795223e-05","0.995562599049128","0.926570048309179","0.991999157806085","0.958041958041958","0.991999157806085","0.995562599049128","0.993777684032905","0.901428571428571","0.897428571428571","0.904666666666667","0.961066323679154","0.997368999951512"
"16","4 vs ALL","briSelection","9508","7.15439367294312","1","0.3","25","0.05","0.01","10","0.969183845183004","0.938367690366008","0.965510596010926","0.972565803475019","0.5","0","2.04229364625534e-08","0.958981909970551","0.979385780395456","0.978956409705819","0.959802102659245","0.978956409705819","0.958981909970551","0.968866220380406","0.5","0.479490954985276","0.489798064787547","0.969183845183004","0.00481112909103491","0.782380952380952","0.374644217716863","0.776737456428554","0.787946176158796","0.901428571428571","1","0","0.761648177496038","0.971980676328502","0.995993368333794","0.308399754751686","0.995993368333794","0.761648177496038","0.863198227863258","0.901428571428571","0.686571428571429","0.689333333333333","0.86681442691227","0.0536523321364498"
"17","4 vs ALL","briSelectionPlusPlus","9508","6.88353681564331","1","0.3","25","0.05","0.01","10","0.97780816154817","0.95561632309634","0.974644101774616","0.980674584159059","0.5","0","2.85043259379644e-06","0.985065208245688","0.970551114850652","0.970972423802612","0.984845250800427","0.970972423802613","0.985065208245688","0.97796804844941","0.5","0.492532604122844","0.507257046697518","0.97780816154817","0.996824187553948","0.966952380952381","0.834031417189945","0.964445266785937","0.969329116515297","0.901428571428571","8.50562028445685e-292","6.32931654141943e-100","0.966877971473851","0.967632850241546","0.99635274904736","0.761596958174905","0.99635274904736","0.966877971473851","0.981394101876676","0.901428571428571","0.871571428571429","0.874761904761905","0.967255410857699","0.993426429944035"
"18","4 vs ALL","briSelectionPlusPlusNeg","9508","6.66905975341797","1","0.3","25","0.05","0.01","10","0.971392511569205","0.94278502313841","0.967841364043898","0.974650789287995","0.5","0","0.761760667487734","0.97076146403029","0.972023559108119","0.971988205560236","0.970798319327731","0.971988205560236","0.97076146403029","0.97137444748474","0.5","0.485380732015145","0.499368952461085","0.971392511569205","0.993951863753907","0.96647619047619","0.831575263437068","0.963952397052138","0.96886974968976","0.901428571428571","8.87755918235182e-287","7.64318306681343e-98","0.966666666666667","0.964734299516908","0.996026562159808","0.759893455098934","0.996026562159808","0.966666666666667","0.981127017318106","0.901428571428571","0.871380952380952","0.874857142857143","0.965700483091787","0.993771714248528"
"19","4 vs ALL","briSelectionPlusPlusLog","9508","6.74502778053284","1","0.3","25","0.05","0.01","10","0.974863273033235","0.94972654606647","0.971514908238442","0.977916228556256","0.5","0","0.0523142578669552","0.978123685317627","0.971602860748843","0.971786833855799","0.977980097395723","0.971786833855799","0.978123685317627","0.974944962784359","0.5","0.489061842658814","0.503260412284392","0.974863273033235","0.995721513614999","0.966952380952381","0.833455835970797","0.964445266785937","0.969329116515297","0.901428571428571","8.50562028445685e-292","1.02511821154919e-93","0.967353407290016","0.963285024154589","0.995866869697629","0.763399693721286","0.995866869697629","0.967353407290016","0.981403076263465","0.901428571428571","0.872","0.875619047619048","0.965319215722303","0.993866137894251"
"20","4 vs ALL","briSelectionPlusPlusLogNeg","9508","6.79639863967896","1","0.3","25","0.05","0.01","10","0.971708035338662","0.943416070677324","0.968174747804738","0.974948225366519","0.5","0","0.0381707359314209","0.975389145982331","0.968026924694994","0.968260597201921","0.975206611570248","0.968260597201921","0.975389145982331","0.971811799224563","0.5","0.487694572991165","0.503681110643668","0.971708035338662","0.995056528797838","0.972190476190476","0.856649526326272","0.969876359934528","0.974372604787274","0.901428571428571","0","3.11909256315727e-69","0.973322768092974","0.961835748792271","0.99573065283182","0.797676282051282","0.99573065283182","0.973322768092974","0.984399209274991","0.901428571428571","0.877380952380952","0.881142857142857","0.967579258442622","0.994274418082383"
"21","4 vs ALL","baseLineRemove","9508","6.75170087814331","1","0.3","25","0.05","0.01","10","0.994636095919226","0.989272191838452","0.992953415649348","0.996003690544893","0.5","0","0.779434528427275","0.994951619688683","0.994320572149769","0.994324153878495","0.994948431909072","0.994324153878495","0.994951619688683","0.994637787824624","0.5","0.497475809844342","0.500315523769457","0.994636095919226","0.999593925200646","0.729","0.311888810545476","0.722933210419542","0.735003339374627","0.901428571428571","1","0","0.700369783412573","0.990821256038647","0.998568953829931","0.265570374206914","0.998568953829931","0.700369783412573","0.823299282764616","0.901428571428571","0.631333333333333","0.632238095238095","0.84559551972561","0.977690805944096"
"22","1 vs ALL","baseLine","49000","32.8534021377563","1","0.3","25","0.05","0.01","10","0.995040816326531","0.975398747724978","0.994378369956239","0.995643521650881","0.886040816326531","0","0.158155980555299","0.997466371844481","0.976181948424069","0.996938235226409","0.980219385002697","0.996938235226409","0.997466371844481","0.997202233607737","0.886040816326531","0.883795918367347","0.886510204081633","0.986824160134275","0.999192769009405","0.994666666666667","0.972573819046956","0.993586095774956","0.995606582992612","0.890809523809524","0","0.92471903748677","0.997059924092586","0.975141735717401","0.996953337965685","0.975993016150153","0.996953337965685","0.997059924092586","0.997006628180458","0.890809523809524","0.888190476190476","0.890904761904762","0.986100829904993","0.999525517464666"
"23","1 vs ALL","briSelection","11168","8.19070363044739","1","0.3","25","0.05","0.01","10","0.977166905444126","0.954333810888252","0.97422422836021","0.979857034375204","0.5","0","0.00174140125282585","0.972600286532951","0.981733524355301","0.981565154527381","0.97284826974268","0.981565154527381","0.972600286532951","0.97706215705676","0.5","0.486300143266476","0.495433381088825","0.977166905444126","0.00302605210035221","0.988809523809524","0.94396620359323","0.987293285234085","0.990188068910553","0.890809523809524","0","2.21385436072958e-19","0.990003741914791","0.979066724814653","0.997414907367514","0.923108552631579","0.997414907367514","0.990003741914791","0.993695506371563","0.890809523809524","0.881904761904762","0.884190476190476","0.984535233364722","0.00119029770987401"
"24","1 vs ALL","briSelectionPlusPlus","11168","7.62086534500122","1","0.3","25","0.05","0.01","10","0.990329512893983","0.980659025787966","0.988336159909851","0.992060555147218","0.5","0","0.101876058537901","0.991941260744986","0.98871776504298","0.988754016422706","0.991915199425081","0.988754016422706","0.991941260744986","0.990345074199893","0.5","0.495970630372493","0.501611747851003","0.990329512893983","0.999504891688081","0.976380952380952","0.888448090824845","0.974236084417632","0.978392508963095","0.890809523809524","0","3.499020059306e-95","0.974394611642701","0.99258613170519","0.99906823787339","0.826134301270417","0.99906823787339","0.974394611642701","0.986577181208054","0.890809523809524","0.868","0.868809523809524","0.983490371673945","0.998748483249307"
"25","1 vs ALL","briSelectionPlusPlusNeg","11168","8.10333895683289","1","0.3","25","0.05","0.01","10","0.982539398280802","0.965078796561605","0.979935713897388","0.984886953740248","0.5","0","0.006503820859715","0.979047277936963","0.986031518624642","0.985933273219116","0.979192601813978","0.985933273219116","0.979047277936963","0.982478210081768","0.5","0.489523638968481","0.49650787965616","0.982539398280802","0.00226948696028768","0.988095238095238","0.940929023757942","0.986535004505131","0.989518067606545","0.890809523809524","0","2.83354269096249e-32","0.988293152295932","0.986480593109464","0.998326043522868","0.911729141475211","0.998326043522868","0.988293152295932","0.993284263686671","0.890809523809524","0.880380952380952","0.881857142857143","0.987386872702698","0.000887885905798536"
"26","1 vs ALL","briSelectionPlusPlusLog","11168","7.49632382392883","1","0.3","25","0.05","0.01","10","0.987643266475645","0.975286532951289","0.985417573358256","0.989609002624786","0.5","0","0.798431964808643","0.988001432664756","0.987285100286533","0.987294201861131","0.987992831541219","0.987294201861131","0.988001432664756","0.98764769065521","0.5","0.494000716332378","0.500358166189112","0.987643266475645","0.000984219392697925","0.984","0.922076512515764","0.982210522000196","0.985653609454193","0.890809523809524","0","5.3117274634015e-56","0.983268295290533","0.989969472307021","0.99875115382527","0.878823073945025","0.99875115382527","0.983268295290533","0.99094925115828","0.890809523809524","0.875904761904762","0.877","0.986618883798777","0.00099561370001938"
"27","1 vs ALL","briSelectionPlusPlusLogNeg","11168","8.22756505012512","1","0.3","25","0.05","0.01","10","0.987732808022923","0.975465616045845","0.985514412607586","0.98969117308668","0.5","0","0.305255058466375","0.988896848137536","0.986568767908309","0.986599964266571","0.988870938790163","0.986599964266571","0.988896848137536","0.987747070923889","0.5","0.494448424068768","0.501164040114613","0.987732808022923","0.998933166343051","0.985714285714286","0.929763407256939","0.98401653347215","0.987275547604708","0.890809523809524","0","1.27933719906862e-42","0.985620356016464","0.986480593109464","0.998321511722346","0.893717898064007","0.998321511722346","0.985620356016464","0.991930277598451","0.890809523809524","0.878","0.879476190476191","0.986050474562964","0.998986237395458"
"28","1 vs ALL","baseLineRemove","11168","7.9145884513855","1","0.3","25","0.05","0.01","10","0.999373209169054","0.998746418338109","0.998709000464542","0.999747961627057","0.5","0","0.130570018115737","0.999820916905444","0.998925501432665","0.998926462694579","0.999820756407958","0.998926462694579","0.999820916905444","0.999373489662579","0.5","0.499910458452722","0.50044770773639","0.999373209169054","0.99998691513206","0.785285714285714","0.407091473758865","0.77966890110958","0.790823447965209","0.890809523809524","1","0","0.759127599294382","0.998691670300916","0.999788791889609","0.336962919364332","0.999788791889609","0.759127599294382","0.86299413569931","0.890809523809524","0.676238095238095","0.676380952380952","0.878909634797649","0.994271939968226"
"29","9 vs ALL","baseLine","49000","36.1040289402008","1","0.3","25","0.05","0.01","10","0.988244897959184","0.932814039946052","0.987250890086038","0.989180415213821","0.90069387755102","0","2.31917894220244e-23","0.996193410975665","0.916152897657213","0.990805426601163","0.963683527885863","0.990805426601163","0.996193410975665","0.993492113707236","0.90069387755102","0.897265306122449","0.905591836734694","0.956173154316439","0.99653188340534","0.986476190476191","0.922773803382414","0.984821049826406","0.987994555676401","0.900380952380952","0","4.49896779586148e-11","0.995451660672731","0.905353728489484","0.989589905362776","0.956565656565657","0.989589905362776","0.995451660672731","0.992512128242987","0.900380952380952","0.896285714285714","0.905714285714286","0.950402694581107","0.995375944343163"
"30","9 vs ALL","briSelection","9732","6.75166296958923","1","0.3","25","0.05","0.01","10","0.938244965063707","0.876489930127415","0.933278629552341","0.942946976632412","0.5","0","0.000611568064353328","0.946979038224414","0.929510891903","0.930721066451222","0.94603639405982","0.930721066451222","0.946979038224414","0.938779667922991","0.5","0.473489519112207","0.508734073160707","0.938244965063707","0.983998365399446","0.701142857142857","0.262176803478242","0.694900327866107","0.707329663153825","0.900380952380952","1","0","0.677543896763275","0.914435946462715","0.986220169361047","0.238826466916355","0.986220169361047","0.677543896763275","0.803247852529939","0.900380952380952","0.610047619047619","0.618571428571429","0.795989921612995","0.870703635516404"
"31","9 vs ALL","briSelectionPlusPlus","9732","6.91827654838562","1","0.3","25","0.05","0.01","10","0.955713111385121","0.911426222770243","0.95143575556305","0.959714959514148","0.5","0","0.000364613584779956","0.948006576243321","0.963419646526921","0.962847004800668","0.948795790325845","0.962847004800668","0.948006576243321","0.955369162265714","0.5","0.47400328812166","0.4922934648582","0.955713111385121","0.00882787348705268","0.907047619047619","0.624540017556638","0.903040047067613","0.910942097008352","0.900380952380952","0.000589615137720722","0","0.9011000634652","0.960803059273423","0.995210280373832","0.518041237113402","0.995210280373832","0.9011000634652","0.945819917841679","0.900380952380952","0.811333333333333","0.815238095238095","0.930951561369311","0.0175793850954263"
"32","9 vs ALL","briSelectionPlusPlusNeg","9732","6.97379326820374","1","0.3","25","0.05","0.01","10","0.954069050554871","0.908138101109741","0.949720676056688","0.95814298770648","0.5","0","2.24699399757282e-06","0.964447184545828","0.943690916563913","0.944835917052547","0.963693599160546","0.944835917052547","0.964447184545828","0.954540831892607","0.5","0.482223592272914","0.510378133990958","0.954069050554871","0.989876427678132","0.962238095238095","0.810413593225828","0.959571348235596","0.964775882372018","0.900380952380952","2.15383857631015e-251","1.44808673947646e-75","0.965305690712926","0.934512428298279","0.992549893958345","0.748755266181539","0.992549893958345","0.965305690712926","0.978738236319275","0.900380952380952","0.869142857142857","0.875666666666667","0.949909059505602","0.989218361242785"
"33","9 vs ALL","briSelectionPlusPlusLog","9732","6.98146486282349","1","0.3","25","0.05","0.01","10","0.952733251130292","0.905466502260584","0.948328252373598","0.956864678799273","0.5","0","0.00178476494159391","0.945745992601726","0.959720509658857","0.959149645685702","0.946493717065262","0.959149645685702","0.945745992601726","0.952400662251656","0.5","0.472872996300863","0.493012741471434","0.952733251130292","0.00942906558319477","0.936380952380952","0.714631378928518","0.932995200045746","0.939645278551865","0.900380952380952","7.13188856782194e-77","6.38875308303551e-214","0.93447218108737","0.953632887189293","0.994540132838005","0.616883116883117","0.994540132838005","0.93447218108737","0.9635709221792","0.900380952380952","0.841380952380952","0.846","0.944052534138331","0.0135433760776241"
"34","9 vs ALL","briSelectionPlusPlusLogNeg","9732","6.7251763343811","1","0.3","25","0.05","0.01","10","0.951294697903822","0.902589395807645","0.946829752764544","0.955487001699354","0.5","0","1.77646959338611e-09","0.937731196054254","0.964858199753391","0.963878326996198","0.93937575030012","0.963878326996198","0.937731196054254","0.950625","0.5","0.468865598027127","0.486436498150432","0.951294697903822","0.00949402051427074","0.933","0.704867206924057","0.92953428938383","0.936345252188742","0.900380952380952","1.14631731817154e-62","1.01025347573775e-242","0.929765178760313","0.962237093690249","0.995526360496064","0.602514217300209","0.995526360496064","0.929765178760313","0.961522684387562","0.900380952380952","0.837142857142857","0.840904761904762","0.946001136225281","0.0127700077177566"
"35","9 vs ALL","baseLineRemove","9732","7.3116443157196","1","0.3","25","0.05","0.01","10","0.9922934648582","0.9845869297164","0.990349239358861","0.993933635645703","0.5","0","0.0209213353377941","0.994451294697904","0.990135635018496","0.990178023327195","0.994427244582043","0.990178023327195","0.994451294697904","0.992310058443556","0.5","0.497225647348952","0.502157829839704","0.9922934648582","0.999362318267675","0.547190476190476","0.16110836384989","0.540428190699074","0.55393969366384","0.900380952380952","1","0","0.4986249206685","0.986137667304015","0.996933488421275","0.178723035605995","0.996933488421275","0.4986249206685","0.664762912039485","0.900380952380952","0.448952380952381","0.450333333333333","0.742381293986258","0.920813144840206"
"36","2 vs ALL","baseLine","49000","34.5401661396027","1","0.3","25","0.05","0.01","10","0.992102040816327","0.955685473583733","0.991278206472758","0.992866745442364","0.899224489795918","0","8.49985374515156e-21","0.997707775407381","0.942081814499797","0.993536284945872","0.978750262991795","0.993536284945872","0.997707775407381","0.995617660714083","0.899224489795918","0.897163265306122","0.903","0.969894794953589","0.997892527409783","0.989285714285714","0.937680982340809","0.98779961703462","0.990633920156452","0.902285714285714","0","2.96130749800962e-14","0.997097318978256","0.917153996101364","0.991082201122593","0.971605575632421","0.991082201122593","0.997097318978256","0.99408066086133","0.902285714285714","0.899666666666667","0.907761904761905","0.95712565753981","0.994250963239497"
"37","2 vs ALL","briSelection","9876","7.08147668838501","1","0.3","25","0.05","0.01","10","0.990178209801539","0.980356419603078","0.98803121052728","0.992028175944071","0.5","0","3.00332409341137e-06","0.994937221547185","0.985419198055893","0.98555667001003","0.994888570844408","0.98555667001003","0.994937221547185","0.990224730424267","0.5","0.497468610773593","0.504759011745646","0.990178209801539","0.999216776485283","0.659761904761905","0.236770174354867","0.653308304267968","0.666171253464356","0.902285714285714","1","0","0.625870804306523","0.97270955165692","0.995300041963911","0.219702806824436","0.995300041963911","0.625870804306523","0.76849301752908","0.902285714285714","0.564714285714286","0.567380952380952","0.799290177981722","0.858215682934026"
"38","2 vs ALL","briSelectionPlusPlus","9876","6.86401844024658","1","0.3","25","0.05","0.01","10","0.975192385581207","0.950384771162414","0.971930430737275","0.978169815578116","0.5","0","7.19471686468639e-11","0.985621709194006","0.964763061968408","0.965483039079548","0.985315408479835","0.965483039079548","0.985621709194006","0.975448441727628","0.5","0.492810854597003","0.510429323612799","0.975192385581207","0.996073834789954","0.973952380952381","0.861687463516411","0.971707613541382","0.976064608959233","0.902285714285714","0","1.35175109280907e-40","0.977306312011822","0.942982456140351","0.993721491816474","0.818181818181818","0.993721491816474","0.977306312011822","0.985445547188889","0.902285714285714","0.881809523809524","0.887380952380952","0.960144384076086","0.989629268016169"
